candidate_id,parent_id,family,stage,cleavage_zero_target_eV,guard_log10_q_low,guard_exponent,cleavage_entropy_zero_kB,cleavage_entropy_active_kB,cleavage_entropy_infinity_kB,emission_entropy_active_kB,emission_entropy_infinity_kB,emission_stratum,cleavage_heat_capacity_base_kB,cleavage_heat_capacity_guard_kB,emission_heat_capacity_base_kB,complexity
P40_TJBS_T_000084,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,4,-10,-20,20,60,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000085,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,8,40,20,0,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000086,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,2,-20,0,-20,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000087,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,6,10,0,10,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000088,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,2,40,10,10,60,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000089,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,6,-10,-10,-20,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000090,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,4,0,-40,-10,40,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000091,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,8,-20,40,20,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000092,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,6,-40,20,10,35,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000093,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,2,10,-20,-20,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000094,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,8,-10,0,0,50,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000095,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,4,40,10,20,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000096,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,2,10,-40,20,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000097,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,6,-40,40,-10,10,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000098,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,4,40,0,-20,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000099,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,8,-20,0,10,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000100,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,6,0,-10,20,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000101,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,2,20,10,0,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000102,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,8,-40,40,-10,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000103,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,4,10,-40,10,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000104,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,8,20,20,0,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000105,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,4,-10,-20,-20,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000106,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,6,10,-10,-10,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000107,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,2,-40,10,10,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000108,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,4,-20,10,10,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000109,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,8,0,-10,-20,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000110,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,2,-10,-40,0,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000111,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,6,40,40,20,30,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000112,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,4,-40,0,-20,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000113,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,8,10,0,10,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000114,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,2,0,20,20,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000115,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,6,20,-20,-10,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000116,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,8,40,-40,-20,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000117,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,4,-20,40,0,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000118,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,6,10,20,10,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000119,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,2,-20,-20,-10,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000120,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,6,-10,10,0,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000121,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,2,40,-10,20,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000122,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,8,-20,-20,10,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000123,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,4,0,20,-10,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000124,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,2,20,40,-10,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000125,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,6,-40,-40,20,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000126,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,4,20,-10,0,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000127,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,8,0,10,-20,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000128,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,2,20,-10,20,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000129,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,6,0,10,0,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000130,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,4,10,40,-20,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000131,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,8,-40,-40,10,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000132,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,6,-20,-20,10,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000133,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,2,10,40,-10,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000134,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,8,-20,0,-20,10,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000135,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,4,40,0,0,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000136,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,8,0,10,10,30,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000137,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,4,-20,-10,-10,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000138,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,6,40,-40,0,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000139,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,2,-10,40,20,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000140,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,4,0,20,10,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000141,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,8,20,-20,-20,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000142,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,2,-40,-10,-10,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000143,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,6,20,10,20,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000144,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,4,-10,-40,-20,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000145,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,8,40,40,0,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000146,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,2,-40,20,20,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000147,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,6,10,-20,-10,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000148,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,8,10,0,-10,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000149,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,4,-40,0,10,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000150,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,6,20,20,20,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000151,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,2,0,-20,0,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000152,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,6,-40,40,-10,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000153,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,2,10,-40,10,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000154,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,8,-10,-10,0,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000155,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,4,20,10,-20,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000156,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,2,40,10,-10,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000157,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,6,-10,0,20,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000158,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,4,0,-20,10,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000159,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,8,-20,20,-20,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000160,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,6,0,0,-20,40,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000161,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,2,20,0,0,20,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000162,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,8,-40,40,20,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000163,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,4,10,-40,-10,0,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000164,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,2,10,-40,-20,50,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000165,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,6,-20,40,10,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000166,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,4,40,10,20,35,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000167,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,8,-10,-10,0,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000168,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,4,-20,10,-10,50,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000169,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,8,0,-10,20,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000170,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,2,-10,-20,0,35,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000171,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,6,40,20,-20,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000172,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,8,40,40,0,40,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000173,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,4,-10,-40,20,20,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000174,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,6,20,-10,10,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000175,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,2,-40,10,-10,0,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000176,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,8,40,-20,20,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000177,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,4,-20,20,0,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000178,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,6,10,0,-10,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000179,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,2,-20,0,10,60,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000180,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,4,-40,-20,20,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000181,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,8,10,20,-10,50,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000182,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,2,0,40,-20,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000183,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,6,20,-40,0,35,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000184,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,2,20,20,10,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000185,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,6,-40,-20,-20,50,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000186,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,4,20,-10,0,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000187,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,8,-10,10,20,35,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000188,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,6,-10,10,0,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000189,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,2,40,-10,-20,40,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000190,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,8,-20,-40,-10,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000191,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,4,0,40,10,60,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000192,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,8,-40,0,10,50,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000193,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,4,20,0,-20,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000194,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,6,-10,-40,-10,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000195,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,2,20,40,20,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000196,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,4,40,40,10,40,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000197,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,8,-10,-40,-10,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000198,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,2,0,-10,0,60,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000199,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,6,-20,10,20,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000200,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,2,-20,-10,10,40,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000201,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,6,40,10,-10,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
